Datetime,Latitude,Longitude,T2M,QV2M,PS,WS10M,PRECTOT,CLRSKY_SFC_SW_DWN,hour,day,month,season,PRECTOTCORR,Predicted_T2M,Predicted_QV2M,Predicted_PS,Predicted_WS10M,Predicted_PRECTOT,Predicted_CLRSKY_SFC_SW_DWN
2024-07-25 23:00:00,16,109,0.0,30.16,99.89,5.58,21.02,0.09,23,25,7,3,21.02,0.50151634,0.51129943,0.5117219,0.76098824,0.49100024,0.0022745037
2024-07-25 23:00:00,16,110,99.93,0.0,30.51,6.53,23.74,0.69,23,25,7,3,23.74,0.4891319,0.5128688,0.4949918,0.5179632,0.66742885,0.0025239992
2024-07-25 23:00:00,16,111,99.96,9.33,23.64,0.0,30.34,2.42,23,25,7,3,30.34,0.5461846,0.53942394,0.53483605,0.50067645,0.48503163,0.002070912
2024-07-25 23:00:00,16,112,10.25,0.0,23.11,30.24,99.99,2.34,23,25,7,3,99.99,0.49287504,0.5053748,0.5264007,0.49446428,0.70179814,0.0024337152
2024-07-25 23:00:00,16,113,100.11,0.0,29.47,10.3,22.79,8.07,23,25,7,3,22.79,0.48821005,0.51266,0.49443063,0.5202997,0.6491904,0.0025130587
2024-07-25 23:00:00,16,114,100.14,0.0,29.25,10.61,22.36,8.3,23,25,7,3,22.36,0.48822054,0.5128668,0.49428648,0.5201575,0.6500919,0.0025134438
2024-07-25 23:00:00,16,115,0.0,29.11,100.18,11.38,22.07,6.78,23,25,7,3,22.07,0.50114375,0.51199824,0.51635885,0.7679856,0.4927843,0.0023132968
2024-07-25 23:00:00,16,116,29.2,12.09,0.0,21.93,100.22,7.34,23,25,7,3,100.22,0.6809921,0.52043426,0.5294272,0.5056948,0.48062763,0.002128387
2024-07-25 23:00:00,16,117,100.23,21.86,0.0,29.36,12.36,9.28,23,25,7,3,12.36,0.6679071,0.52814513,0.50613576,0.51518327,0.4995365,0.0020878185
2024-07-25 23:00:00,16,118,22.03,100.29,0.0,12.32,29.33,16.79,23,25,7,3,29.33,0.6732005,0.5236646,0.5050449,0.504344,0.5091274,0.0021591196
2024-07-25 23:00:00,17,102,23.38,0.0,3.5,95.79,18.01,1.81,23,25,7,3,18.01,0.49110165,0.53424937,0.4824477,0.50051534,0.7116874,0.002657013
2024-07-25 23:00:00,17,103,18.92,97.88,0.0,3.89,24.65,1.14,23,25,7,3,24.65,0.68070966,0.52257967,0.50255466,0.5040483,0.5062648,0.00219507
2024-07-25 23:00:00,17,104,24.76,0.0,4.07,97.72,19.37,6.1,23,25,7,3,19.37,0.49089038,0.5343764,0.4821577,0.50049883,0.70538175,0.0026512616
2024-07-25 23:00:00,17,105,19.46,98.23,0.0,2.23,24.96,5.13,23,25,7,3,24.96,0.6851188,0.52309465,0.50237316,0.5023018,0.5072206,0.0021996493
2024-07-25 23:00:00,17,106,24.02,0.0,3.67,95.22,18.2,0.44,23,25,7,3,18.2,0.49113697,0.5344999,0.4824562,0.50043,0.7130976,0.0026537154
2024-07-25 23:00:00,17,107,26.6,0.0,8.28,98.17,18.47,0.25,23,25,7,3,18.47,0.4913955,0.5347368,0.48210636,0.5004424,0.71140915,0.0026527678
2024-07-25 23:00:00,17,108,29.59,0.0,9.63,99.89,20.75,0.04,23,25,7,3,20.75,0.49129394,0.5345044,0.48229605,0.5006745,0.7089205,0.0026478698
2024-07-25 23:00:00,17,109,30.29,0.0,8.8,99.89,21.36,0.15,23,25,7,3,21.36,0.4913721,0.53429073,0.48258922,0.5008402,0.7090276,0.0026451445
2024-07-25 23:00:00,17,110,5.4,0.0,23.05,30.54,99.89,1.37,23,25,7,3,99.89,0.4925683,0.5059522,0.52610505,0.4939296,0.710268,0.002446068
2024-07-25 23:00:00,17,111,0.0,99.91,7.02,22.87,30.38,4.06,23,25,7,3,30.38,0.4888953,0.5046463,0.49185786,0.75522065,0.52430415,0.0023251476
2024-07-25 23:00:00,17,112,0.0,99.93,7.49,29.98,22.99,4.9,23,25,7,3,22.99,0.48832273,0.50759614,0.4878289,0.7539383,0.5252407,0.002342757
2024-07-25 23:00:00,17,113,22.17,0.0,29.58,100.03,9.57,8.59,23,25,7,3,9.57,0.49339873,0.53804564,0.4781593,0.49793363,0.69736314,0.0026770378
2024-07-25 23:00:00,17,114,10.6,29.59,100.04,22.12,0.0,8.1,23,25,7,3,0.0,0.50637454,0.5218257,0.7189953,0.51104033,0.49112964,0.0022994443
2024-07-25 23:00:00,17,115,29.59,0.0,11.91,100.06,22.25,7.94,23,25,7,3,22.25,0.49101153,0.5344469,0.4823357,0.50051516,0.702039,0.0026529601
2024-07-25 23:00:00,17,116,12.29,0.0,22.33,29.36,100.07,9.96,23,25,7,3,100.07,0.49133438,0.5056493,0.52688617,0.49451354,0.70190835,0.00244695
2024-07-25 23:00:00,17,117,0.0,100.09,12.38,29.36,22.19,16.86,23,25,7,3,22.19,0.4866247,0.5083751,0.49475965,0.7507835,0.52749723,0.0023747738
2024-07-25 23:00:00,17,118,0.0,100.15,12.32,29.23,22.21,23.07,23,25,7,3,22.21,0.4869877,0.50836074,0.49429902,0.7520422,0.52728003,0.0023743755
2024-07-25 23:00:00,18,102,0.0,96.17,1.85,23.35,18.24,0.93,23,25,7,3,18.24,0.48601854,0.5068629,0.49620748,0.75461185,0.52733845,0.0023632501
2024-07-25 23:00:00,18,103,97.61,2.74,18.65,0.0,24.23,4.01,23,25,7,3,24.23,0.543356,0.5384807,0.53582186,0.5007858,0.48793292,0.0020629214
2024-07-25 23:00:00,18,104,0.0,19.18,2.88,24.7,98.02,7.64,23,25,7,3,98.02,0.49699873,0.50180537,0.52867615,0.76057696,0.48965457,0.002226274
2024-07-25 23:00:00,18,105,22.51,0.0,2.09,93.47,17.6,2.64,23,25,7,3,17.6,0.49093738,0.53413093,0.48256952,0.50065696,0.71144336,0.0026539275
2024-07-25 23:00:00,18,106,0.0,19.36,6.54,26.87,98.74,1.59,23,25,7,3,98.74,0.49833843,0.5021832,0.52737164,0.7633459,0.48853165,0.002220726
2024-07-25 23:00:00,18,107,0.0,21.09,10.34,29.2,99.71,1.47,23,25,7,3,99.71,0.4987558,0.50235593,0.52637106,0.76223457,0.4883502,0.0022197473
2024-07-25 23:00:00,18,108,99.79,0.0,29.32,22.29,9.94,1.18,23,25,7,3,9.94,0.4886621,0.5169229,0.49070528,0.5178185,0.67172426,0.0025551994
2024-07-25 23:00:00,18,109,0.0,22.41,9.37,29.37,99.81,1.98,23,25,7,3,99.81,0.4992788,0.5024725,0.5244819,0.76241636,0.48780322,0.002213625
2024-07-25 23:00:00,18,110,99.73,0.0,29.26,22.64,7.48,3.01,23,25,7,3,7.48,0.4887138,0.5175204,0.49016288,0.51801693,0.6718807,0.002555909
2024-07-25 23:00:00,18,111,0.0,22.62,8.97,29.91,99.85,9.85,23,25,7,3,99.85,0.49941897,0.502683,0.5223659,0.7590106,0.4874809,0.002200795
2024-07-25 23:00:00,18,112,0.0,22.7,9.25,29.9,99.85,10.29,23,25,7,3,99.85,0.4994873,0.50280744,0.5211515,0.75718915,0.48726952,0.0021962821
2024-07-25 23:00:00,18,113,22.03,29.89,10.64,99.92,0.0,9.01,23,25,7,3,0.0,0.48972228,0.5273883,0.7065561,0.5085895,0.49180526,0.002269898
2024-07-25 23:00:00,18,114,11.51,29.83,99.92,22.05,0.0,8.9,23,25,7,3,0.0,0.50669706,0.52189964,0.71944124,0.5105579,0.4912164,0.002299314
2024-07-25 23:00:00,18,115,29.81,0.0,12.31,99.91,22.55,8.62,23,25,7,3,22.55,0.491022,0.5344079,0.4822796,0.50056577,0.7022763,0.0026531776
2024-07-25 23:00:00,18,116,0.0,23.08,12.4,29.58,99.92,12.7,23,25,7,3,99.92,0.4971493,0.5024033,0.53013086,0.75409186,0.4904864,0.0022231024
2024-07-25 23:00:00,18,117,0.0,23.13,12.16,29.34,99.93,15.4,23,25,7,3,99.93,0.49774256,0.50254244,0.52948034,0.75745535,0.48986167,0.002224817
2024-07-25 23:00:00,18,118,0.0,22.77,12.41,29.13,99.99,12.08,23,25,7,3,99.99,0.49812096,0.5026307,0.5288212,0.75957143,0.48954117,0.0022249573
2024-07-25 23:00:00,19,102,18.25,22.6,93.19,0.0,1.31,0.9,23,25,7,3,1.31,0.6054187,0.54714006,0.4891245,0.47603822,0.50253284,0.002198571
2024-07-25 23:00:00,19,103,0.0,17.76,1.41,21.71,89.62,0.9,23,25,7,3,89.62,0.49665833,0.5018472,0.52906054,0.76386905,0.48984262,0.0022237978
2024-07-25 23:00:00,19,104,22.46,0.0,1.06,18.48,90.45,1.03,23,25,7,3,90.45,0.48958004,0.5024833,0.5281269,0.4988439,0.7054725,0.002441628
2024-07-25 23:00:00,19,105,25.7,0.0,2.6,19.9,96.48,0.15,23,25,7,3,96.48,0.4893556,0.5020814,0.52873176,0.49919072,0.703548,0.0024339794
2024-07-25 23:00:00,19,106,22.82,30.27,99.66,0.0,8.57,1.6,23,25,7,3,8.57,0.6106498,0.5484071,0.4886451,0.4754234,0.50267166,0.0022235727
2024-07-25 23:00:00,19,107,99.66,30.23,9.26,23.1,0.0,3.15,23,25,7,3,0.0,0.48846838,0.5065623,0.7235115,0.54427254,0.48444405,0.0021874453
2024-07-25 23:00:00,19,108,99.69,0.0,23.22,8.8,29.68,3.34,23,25,7,3,29.68,0.48870525,0.5102975,0.49739975,0.51851773,0.66617835,0.0025118177
2024-07-25 23:00:00,19,109,0.0,27.12,21.69,97.86,4.46,1.53,23,25,7,3,4.46,0.49933243,0.5157959,0.5121828,0.76549304,0.4920487,0.002310827
2024-07-25 23:00:00,19,110,97.01,0.0,19.8,2.55,25.12,1.08,23,25,7,3,25.12,0.48867914,0.5106545,0.4972048,0.5192102,0.67457175,0.0025199326
2024-07-25 23:00:00,19,111,99.73,0.0,22.56,9.17,29.01,3.03,23,25,7,3,29.01,0.48887533,0.5106021,0.49722108,0.5189173,0.6665712,0.0025077877
2024-07-25 23:00:00,19,112,29.66,0.0,10.91,22.39,99.73,3.52,23,25,7,3,99.73,0.49108618,0.5015438,0.5288145,0.49903047,0.69863725,0.00241569
2024-07-25 23:00:00,19,113,99.78,0.0,21.72,12.2,29.97,6.97,23,25,7,3,29.97,0.4879496,0.5105154,0.49656346,0.5203911,0.6481307,0.0025012696
2024-07-25 23:00:00,19,114,99.77,0.0,21.72,12.56,30.05,7.43,23,25,7,3,30.05,0.48798043,0.5107358,0.49636617,0.52014714,0.6486575,0.002501538
2024-07-25 23:00:00,19,115,99.76,0.0,22.35,13.1,30.02,13.22,23,25,7,3,30.02,0.48799214,0.5110432,0.49619448,0.5197338,0.64983594,0.002503355
2024-07-25 23:00:00,19,116,99.75,0.0,23.09,13.01,29.81,17.9,23,25,7,3,29.81,0.48809648,0.511357,0.49588314,0.51927114,0.65018576,0.0025051623
2024-07-25 23:00:00,19,117,99.75,0.0,23.26,12.95,29.66,21.36,23,25,7,3,29.66,0.48822322,0.51152,0.49575606,0.5192403,0.653904,0.0025090633
2024-07-25 23:00:00,19,118,0.0,12.87,23.34,29.28,99.8,16.96,23,25,7,3,99.8,0.49918404,0.502886,0.5286136,0.7607163,0.48919314,0.0022307853
2024-07-25 23:00:00,20,102,0.0,18.84,1.28,23.84,91.71,0.13,23,25,7,3,91.71,0.49652037,0.50170857,0.52961016,0.76157653,0.49011558,0.002220178
2024-07-25 23:00:00,20,103,18.62,22.35,89.35,0.0,0.78,0.1,23,25,7,3,0.78,0.6035574,0.549093,0.48911813,0.47498378,0.50233424,0.0022084622
2024-07-25 23:00:00,20,104,17.77,21.26,87.96,0.0,1.0,0.06,23,25,7,3,1.0,0.6009029,0.5507548,0.48908016,0.47475338,0.5022603,0.002212665
2024-07-25 23:00:00,20,105,19.56,24.01,93.43,0.0,1.79,0.0,23,25,7,3,1.79,0.6018821,0.5510452,0.48844033,0.47488517,0.502608,0.0022198732
2024-07-25 23:00:00,20,106,99.53,0.0,29.23,4.81,23.42,4.37,23,25,7,3,23.42,0.48874697,0.5116563,0.49563625,0.51861787,0.6676408,0.0025259315
2024-07-25 23:00:00,20,107,99.6,0.0,30.43,6.36,23.87,6.08,23,25,7,3,23.87,0.4887676,0.5120048,0.49533468,0.5185193,0.66867226,0.002527875
2024-07-25 23:00:00,20,108,99.62,0.0,30.23,7.68,23.74,5.98,23,25,7,3,23.74,0.48875952,0.51208204,0.4953424,0.51877284,0.66777325,0.0025258602
2024-07-25 23:00:00,20,109,23.29,99.63,29.84,8.0,0.0,4.46,23,25,7,3,0.0,0.4877061,0.50213087,0.719818,0.52673,0.5257393,0.0022519622
2024-07-25 23:00:00,20,110,99.33,0.0,27.62,5.81,21.94,1.72,23,25,7,3,21.94,0.48876446,0.51230854,0.49528947,0.5193587,0.67361367,0.002529897
2024-07-25 23:00:00,20,111,7.05,28.35,22.09,0.0,99.62,5.66,23,25,7,3,99.62,0.54382104,0.5393122,0.53804934,0.49076784,0.4912104,0.0020906022
2024-07-25 23:00:00,20,112,29.38,22.3,0.0,8.89,99.62,6.18,23,25,7,3,99.62,0.70870745,0.52180815,0.5231226,0.51023006,0.48431727,0.0021330027
2024-07-25 23:00:00,20,113,99.63,22.94,10.44,0.0,29.97,10.76,23,25,7,3,29.97,0.5289804,0.5367092,0.5442751,0.5074328,0.48375773,0.0021038514
2024-07-25 23:00:00,20,114,99.62,22.8,11.63,0.0,30.05,10.42,23,25,7,3,30.05,0.5290781,0.53700477,0.5437759,0.50740445,0.4833353,0.0021048584
2024-07-25 23:00:00,20,115,99.58,22.58,13.3,0.0,30.02,13.46,23,25,7,3,30.02,0.5291289,0.5373471,0.5433296,0.50725186,0.4829967,0.0021055017
2024-07-25 23:00:00,20,116,99.54,22.96,14.28,0.0,30.11,19.66,23,25,7,3,30.11,0.5287466,0.53770936,0.542736,0.5070662,0.4826222,0.0021083127
2024-07-25 23:00:00,20,117,99.54,23.1,14.33,0.0,30.05,30.96,23,25,7,3,30.05,0.5277955,0.5381808,0.5431137,0.5069411,0.4820137,0.0021114848
2024-07-25 23:00:00,20,118,0.0,99.58,14.19,29.59,23.4,28.74,23,25,7,3,23.4,0.48684394,0.5079813,0.4944788,0.75113857,0.52764785,0.0023701878
2024-07-25 23:00:00,21,102,0.0,17.94,1.32,24.12,90.13,0.0,23,25,7,3,90.13,0.49633667,0.50166154,0.52970105,0.7616965,0.490528,0.0022169983
2024-07-25 23:00:00,21,103,0.0,90.15,0.77,22.79,18.74,0.0,23,25,7,3,18.74,0.48599535,0.50612926,0.49642015,0.7573601,0.52712697,0.0023526615
2024-07-25 23:00:00,21,104,90.13,0.0,22.59,1.14,18.36,0.0,23,25,7,3,18.36,0.48825136,0.5123145,0.49556634,0.51871806,0.6752369,0.0025375276
2024-07-25 23:00:00,21,105,25.71,19.95,0.0,2.16,94.72,0.0,23,25,7,3,94.72,0.6983283,0.5193565,0.52446824,0.51123816,0.483222,0.0021320046
2024-07-25 23:00:00,21,106,99.33,22.04,1.98,0.0,27.77,0.39,23,25,7,3,27.77,0.5298507,0.5380536,0.5487897,0.50477314,0.48304912,0.0021021508
2024-07-25 23:00:00,21,107,98.48,22.72,2.47,0.0,27.85,1.67,23,25,7,3,27.85,0.53057945,0.53840023,0.5482654,0.50450605,0.48285493,0.0021001366
2024-07-25 23:00:00,21,108,30.54,99.54,0.0,23.83,5.6,2.28,23,25,7,3,5.6,0.68175817,0.5259167,0.49776226,0.49730814,0.51588464,0.0021921892
2024-07-25 23:00:00,21,109,30.21,99.56,0.0,23.55,5.98,1.75,23,25,7,3,5.98,0.6829783,0.5260061,0.4981149,0.4977017,0.51555693,0.0021940663
2024-07-25 23:00:00,21,110,21.76,4.1,27.32,99.34,0.0,1.36,23,25,7,3,0.0,0.49225655,0.5306347,0.74007976,0.5025088,0.4894805,0.0022646084
2024-07-25 23:00:00,21,111,22.52,8.99,29.29,99.53,0.0,4.12,23,25,7,3,0.0,0.49264842,0.5305664,0.7381811,0.5038069,0.48971188,0.002264331
2024-07-25 23:00:00,21,112,29.45,99.51,0.0,22.13,10.38,4.71,23,25,7,3,10.38,0.6821389,0.52688146,0.50025177,0.49739322,0.5151525,0.0021843207
2024-07-25 23:00:00,21,113,22.98,99.5,30.14,11.95,0.0,8.27,23,25,7,3,0.0,0.4906218,0.50141996,0.7033388,0.5309941,0.5229602,0.0022792832
2024-07-25 23:00:00,21,114,23.24,99.46,30.34,12.48,0.0,9.76,23,25,7,3,0.0,0.49020708,0.5016541,0.7070109,0.53137034,0.5228771,0.0022775414
2024-07-25 23:00:00,21,115,23.35,99.36,30.2,14.09,0.0,7.17,23,25,7,3,0.0,0.4898826,0.5018471,0.7092126,0.5313942,0.52281135,0.002275443
2024-07-25 23:00:00,21,116,23.11,16.0,99.25,30.25,0.0,10.68,23,25,7,3,0.0,0.5052619,0.5223805,0.7401673,0.50926685,0.48944515,0.002291326
2024-07-25 23:00:00,21,117,15.89,99.24,30.14,0.0,23.22,17.21,23,25,7,3,23.22,0.53117496,0.54237795,0.51021785,0.49305758,0.5097396,0.0021218346
2024-07-25 23:00:00,21,118,23.54,15.73,29.95,99.27,0.0,37.85,23,25,7,3,0.0,0.49266303,0.52921176,0.731235,0.50316674,0.4905347,0.0022723917
2024-07-25 23:00:00,22,102,0.84,88.88,22.87,0.0,18.97,0.51,23,25,7,3,18.97,0.5513294,0.5400948,0.49733353,0.47957262,0.51644504,0.002174526
2024-07-25 23:00:00,22,103,0.87,90.31,24.45,0.0,20.45,1.9,23,25,7,3,20.45,0.5518203,0.5402847,0.4978508,0.47954473,0.51631534,0.0021732792
2024-07-25 23:00:00,22,104,19.08,89.23,0.0,1.05,24.29,1.64,23,25,7,3,24.29,0.683654,0.5224248,0.5049064,0.50660414,0.50652957,0.0021768832
2024-07-25 23:00:00,22,105,28.52,0.0,97.57,1.78,22.41,0.13,23,25,7,3,22.41,0.49631515,0.5253477,0.4866267,0.5029475,0.7248327,0.0026560116
2024-07-25 23:00:00,22,106,21.13,95.78,0.0,1.66,26.48,0.02,23,25,7,3,26.48,0.6859699,0.5228833,0.50599056,0.50556475,0.5103352,0.002176513
2024-07-25 23:00:00,22,107,26.34,0.0,96.2,2.09,21.23,0.04,23,25,7,3,21.23,0.49640286,0.5256333,0.4864154,0.503342,0.7241283,0.0026539785
2024-07-25 23:00:00,22,108,26.73,0.0,97.33,2.68,21.73,0.09,23,25,7,3,21.73,0.4966221,0.5256107,0.486378,0.5035037,0.72270155,0.0026522526
2024-07-25 23:00:00,22,109,27.8,0.0,98.88,3.54,22.3,0.14,23,25,7,3,22.3,0.4968415,0.5254737,0.48663402,0.5034472,0.722428,0.0026503701
2024-07-25 23:00:00,22,110,21.87,98.24,0.0,3.41,26.7,0.4,23,25,7,3,26.7,0.69266623,0.5237373,0.50610876,0.5035639,0.51107883,0.0021866944
2024-07-25 23:00:00,22,111,26.07,0.0,96.56,4.6,21.3,0.94,23,25,7,3,21.3,0.49719065,0.5259556,0.4867685,0.5026441,0.72956187,0.0026577013
2024-07-25 23:00:00,22,112,27.27,21.74,98.43,0.0,5.84,0.33,23,25,7,3,5.84,0.60457355,0.55503714,0.48959357,0.47607535,0.503515,0.0022143286
2024-07-25 23:00:00,22,113,29.16,0.0,99.07,9.4,23.48,7.29,23,25,7,3,23.48,0.49636024,0.5258803,0.48570374,0.50308543,0.72147787,0.002664857
2024-07-25 23:00:00,22,114,0.0,99.2,11.62,23.66,29.86,11.68,23,25,7,3,29.86,0.48776972,0.5035404,0.5009159,0.75193584,0.52619034,0.00232546
2024-07-25 23:00:00,22,115,99.07,23.65,30.19,0.0,15.65,23.73,23,25,7,3,15.65,0.53209484,0.54468936,0.53037614,0.5057484,0.4853673,0.002122025
2024-07-25 23:00:00,22,116,98.98,23.68,30.33,0.0,15.69,97.72,23,25,7,3,15.69,0.53155243,0.54538125,0.5291123,0.5050731,0.48564884,0.0021275317
2024-07-25 23:00:00,22,117,0.0,99.06,14.78,23.69,29.97,174.19,23,25,7,3,29.97,0.4881014,0.50614536,0.49760637,0.7470391,0.5281965,0.002350201
2024-07-25 23:00:00,22,118,0.0,99.08,16.29,23.25,29.81,64.62,23,25,7,3,29.81,0.48801777,0.5058239,0.4965629,0.74764836,0.5279368,0.0023521557
2024-07-25 23:00:00,23,102,85.98,22.26,0.0,0.95,19.48,9.68,23,25,7,3,19.48,0.6823412,0.52497715,0.50465035,0.52466714,0.49846214,0.0021167512
2024-07-25 23:00:00,23,103,85.57,22.99,0.0,1.1,17.58,9.88,23,25,7,3,17.58,0.6835256,0.5252306,0.50507903,0.52385265,0.49901628,0.0021133933
2024-07-25 23:00:00,23,104,23.16,86.15,0.67,0.0,17.04,4.81,23,25,7,3,17.04,0.5339199,0.53962404,0.520141,0.49286497,0.5042823,0.002116724
2024-07-25 23:00:00,23,105,24.48,0.0,89.9,1.3,17.49,0.24,23,25,7,3,17.49,0.49633265,0.5259619,0.48615932,0.5026731,0.7303698,0.0026635209
2024-07-25 23:00:00,23,106,24.16,0.0,91.44,2.14,18.82,0.01,23,25,7,3,18.82,0.49647713,0.52605677,0.48599127,0.502856,0.73085797,0.002665431
2024-07-25 23:00:00,23,107,93.63,20.22,25.35,0.0,2.5,0.01,23,25,7,3,2.5,0.54399425,0.54818875,0.522504,0.4994024,0.48928148,0.0020980248
2024-07-25 23:00:00,23,108,97.53,27.2,0.0,2.55,21.52,0.0,23,25,7,3,21.52,0.6943422,0.52616096,0.5125423,0.5229223,0.5064784,0.0021014153
2024-07-25 23:00:00,23,109,0.0,26.96,97.57,21.5,2.7,0.0,23,25,7,3,2.7,0.5035244,0.5125846,0.5072352,0.76565254,0.49171948,0.002277091
2024-07-25 23:00:00,23,110,0.0,26.9,97.79,21.34,2.7,0.01,23,25,7,3,2.7,0.5031918,0.512406,0.50358266,0.75603354,0.49222922,0.0022540705
2024-07-25 23:00:00,23,111,0.0,26.88,96.73,21.24,3.85,0.02,23,25,7,3,3.85,0.50319105,0.51227117,0.50418067,0.756264,0.4918409,0.002254354
2024-07-25 23:00:00,23,112,0.0,27.1,97.05,21.61,3.51,0.02,23,25,7,3,3.51,0.5030397,0.51211697,0.50326693,0.7515453,0.4920988,0.002247009
2024-07-25 23:00:00,23,113,28.84,0.0,98.95,5.63,23.16,3.42,23,25,7,3,23.16,0.4969542,0.5254454,0.48579323,0.5040829,0.7190267,0.0026600186
2024-07-25 23:00:00,23,114,29.02,98.77,6.83,0.0,23.75,4.12,23,25,7,3,23.75,0.5082158,0.53587514,0.53959984,0.49776193,0.5089257,0.002167474
2024-07-25 23:00:00,23,115,28.17,97.07,8.21,0.0,23.61,135.46,23,25,7,3,23.61,0.501672,0.5381782,0.529232,0.4958295,0.5104659,0.002193811
2024-07-25 23:00:00,23,116,28.97,98.25,7.16,0.0,24.45,230.88,23,25,7,3,24.45,0.49383736,0.5386939,0.5227933,0.49414992,0.51422894,0.0022194681
2024-07-25 23:00:00,23,117,29.44,98.75,12.85,0.0,24.5,159.6,23,25,7,3,24.5,0.4982937,0.53800136,0.5266752,0.49579865,0.5128383,0.0022036533
2024-07-25 23:00:00,23,118,29.09,17.53,0.0,98.77,22.59,88.0,23,25,7,3,22.59,0.6699075,0.5344974,0.49903873,0.50386995,0.4894152,0.0020757455
2024-07-25 23:00:00,24,102,23.26,84.72,1.63,0.0,19.48,19.17,23,25,7,3,19.48,0.53235865,0.53816175,0.5230521,0.49296576,0.50493413,0.0021206124
2024-07-25 23:00:00,24,103,16.62,1.72,20.55,82.72,0.0,6.59,23,25,7,3,0.0,0.49116495,0.5303381,0.7471278,0.4978568,0.48886642,0.002270467
2024-07-25 23:00:00,24,104,20.0,82.74,1.36,0.0,15.82,0.8,23,25,7,3,15.82,0.53489447,0.54118216,0.51907694,0.49236467,0.50516343,0.002122045
2024-07-25 23:00:00,24,105,0.0,85.83,1.93,16.04,21.4,0.0,23,25,7,3,21.4,0.48941717,0.5049871,0.49711105,0.7689618,0.52400184,0.0023332844
2024-07-25 23:00:00,24,106,0.0,25.4,93.4,19.28,1.73,0.0,23,25,7,3,1.73,0.5035726,0.5127279,0.5101408,0.7775712,0.4921146,0.0023041915
2024-07-25 23:00:00,24,107,26.54,94.31,1.7,0.0,20.46,0.0,23,25,7,3,20.46,0.5225974,0.5394736,0.53153354,0.4960424,0.50313336,0.0021291997
2024-07-25 23:00:00,24,108,26.77,2.0,0.0,94.77,20.61,0.0,23,25,7,3,20.61,0.69790566,0.5337615,0.5000256,0.50729847,0.48369873,0.0020732977
2024-07-25 23:00:00,24,109,26.95,2.25,0.0,95.79,20.75,0.0,23,25,7,3,20.75,0.69946307,0.53386724,0.5000747,0.5066318,0.4839641,0.0020734721
2024-07-25 23:00:00,24,110,0.0,25.91,95.81,19.8,2.04,0.0,23,25,7,3,2.04,0.5036392,0.51241,0.5037433,0.7601912,0.4923132,0.0022565967
2024-07-25 23:00:00,24,111,0.0,25.95,95.89,20.4,2.26,0.2,23,25,7,3,2.26,0.5034957,0.51226646,0.5032103,0.75678146,0.49237987,0.0022523496
2024-07-25 23:00:00,24,112,26.65,21.07,2.22,0.0,96.08,0.22,23,25,7,3,96.08,0.52293384,0.5407671,0.5543735,0.5000964,0.4828625,0.0020911554
2024-07-25 23:00:00,24,113,28.31,2.65,0.0,96.71,22.81,13.19,23,25,7,3,22.81,0.6369469,0.53537244,0.5021108,0.50510454,0.48347482,0.0020631552
2024-07-25 23:00:00,24,114,28.14,0.0,3.23,23.16,95.9,13.64,23,25,7,3,95.9,0.48959237,0.50156575,0.53026783,0.50008,0.7159624,0.0024446333
2024-07-25 23:00:00,24,115,28.19,95.65,2.9,0.0,24.08,36.58,23,25,7,3,24.08,0.50749093,0.537661,0.5366656,0.49799663,0.50716764,0.0021724524
2024-07-25 23:00:00,24,116,0.0,27.42,95.33,23.19,5.84,64.31,23,25,7,3,5.84,0.50351745,0.5127528,0.5108358,0.77455074,0.49410516,0.0023134905
2024-07-25 23:00:00,24,117,0.0,27.44,95.42,23.38,6.18,70.7,23,25,7,3,6.18,0.5032893,0.5126916,0.5118858,0.77223516,0.49429837,0.0023112972
2024-07-25 23:00:00,24,118,0.0,29.13,98.23,24.29,14.11,16.73,23,25,7,3,14.11,0.50354826,0.5125294,0.5114552,0.7708521,0.49392185,0.0023033395
